date,gross_return,transaction_cost,borrow_cost,funding_cost,net_return,gross_leverage,equity_curve
2023-04-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-04-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-01,0.0,1.8263776663748604e-05,0.0,0.0,-1.8263776663748604e-05,0.0,0.9999817362233363
2023-06-02,1.7215483730964576e-05,1.8263776663748604e-05,0.0,0.0,-1.048292932784028e-06,0.012175851109165737,0.9999806879495493
2023-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.9999806879495493
2023-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.9999806879495493
2023-06-05,0.0,4.031780780943573e-05,0.0,0.0,-4.031780780943573e-05,0.0,0.9999403709203594
2023-06-06,-9.611484138429298e-05,5.4408714436132926e-05,0.0,0.0,-0.0001505235558204259,0.02687853853962382,0.99978985634012
2023-06-07,-0.0012773627350201508,1.641881646830629e-05,0.0,0.0,-0.001293781551488457,0.06035106587992657,0.9984963466686219
2023-06-08,0.00018664592542868652,6.0384331148166e-05,0.0,0.0,0.00012626159428052054,0.06913171110040842,0.9986224184092355
2023-06-09,-0.00010030703096860469,6.132258930786322e-05,0.0,0.0,-0.0001616296202764679,0.028875490334964417,0.9984610114469484
2023-06-10,-0.0007815012582733014,0.0001853854884304424,0.0,0.0,-0.0009668867467037438,0.024097445302325556,0.9974956127278799
2023-06-11,-0.0003499875839625169,0.00018406251153034388,0.0,0.0,-0.0005340500954928608,0.14489230680231266,0.9969629001006488
2023-06-12,-5.1674862551269315e-05,6.44250270744942e-05,0.0,0.0,-0.0001160998896257635,0.02218396578208342,0.9968471528179861
2023-06-13,0.00014997232544305622,2.3743441998037416e-05,0.0,0.0,0.0001262288834450188,0.03533736764445029,0.9969729837210516
2023-06-14,-9.483358586707112e-06,5.740200179227474e-05,0.0,0.0,-6.688536037898185e-05,0.021320225280470388,0.9969063008237472
2023-06-15,-3.88298267467113e-05,8.948522942143018e-05,0.0,0.0,-0.00012831505616814147,0.032402946412270525,0.9967783827357626
2023-06-16,-0.0005136768944807895,3.300840455592418e-06,0.0,0.0,-0.0005169777349363819,0.043093085875652,0.9962630705052222
2023-06-17,0.00012816109733459826,4.0284168530222136e-05,0.0,0.0,8.787692880437613e-05,0.040892525571923716,0.9963506190441395
2023-06-18,5.550680954670401e-05,1.7275318908877489e-07,0.0,0.0,5.533405635761524e-05,0.014070544756314515,0.9964057511654456
2023-06-19,-0.0001398437345580815,4.531580887427414e-07,0.0,0.0,-0.00014029689264682423,0.013983736964532818,0.9962659585347416
2023-06-20,-0.0001609010762800564,2.4665516723336762e-05,0.0,0.0,-0.00018556659300339315,0.01428584235702798,0.9960810848550911
2023-06-21,-0.0003739119432687931,2.6580617312269796e-05,0.0,0.0,-0.00040049256058106287,0.030647495018571884,0.9956821617908711
2023-06-22,6.829904488514426e-05,3.8360222920247927e-05,0.0,0.0,2.993882196489633e-05,0.025493940419693217,0.9957119713418465
2023-06-23,-0.0012167058706857904,4.070092955114687e-05,0.0,0.0,-0.0012574068002369372,0.008648589074073842,0.994459956338004
2023-06-24,-0.0007142893368871245,6.412921688916438e-06,0.0,0.0,-0.0007207022585760409,0.035768313333892965,0.9937432468014078
2023-06-25,-1.0274898952488573e-05,3.5832456585720016e-05,0.0,0.0,-4.6107355538208586e-05,0.03149303220794867,0.9936974279282138
2023-06-26,0.0003319887988896187,1.14074732444224e-05,0.0,0.0,0.0003205813256451963,0.04325040390631858,0.9940159887669493
2023-06-27,-2.4847005292765454e-05,3.9997994149472356e-05,0.0,0.0,-6.484499944223781e-05,0.03564542174337032,0.9939515318007122
2023-06-28,0.0002630969992098344,1.819451827294694e-05,0.0,0.0,0.00024490248093688745,0.008980092310388751,0.9941949529967811
2023-06-29,8.849232475408508e-05,3.023029722289572e-05,0.0,0.0,5.8262027531189356e-05,0.020409880106285798,0.9942528768105039
2023-06-30,-1.0458258195688978e-06,9.047523748450289e-05,0.0,0.0,-9.152106330407179e-05,0.011496260609423834,0.9941618817300251
2023-07-01,-0.0001013251760803592,3.833231907455938e-05,0.0,0.0,-0.0001396574951549186,0.07020021330159376,0.9940230395718442
2023-07-02,-0.0003876212909594282,5.508416452927551e-05,0.0,0.0,-0.0004427054554887037,0.06337837057534008,0.9935829801493443
2023-07-03,0.00032963120508599933,3.6364987422817286e-07,0.0,0.0,0.00032926755521177115,0.02665559422248975,0.9939101347881182
2023-07-04,-0.00018040834980775805,2.7552233107087855e-05,0.0,0.0,-0.0002079605829148459,0.026476263070634075,0.9937034406571227
2023-07-05,6.143538290799791e-05,4.439691345687199e-07,0.0,0.0,6.099141377342919e-05,0.008721049325156858,0.99376404803484
2023-07-06,6.88889497893847e-05,1.424937866836978e-05,0.0,0.0,5.463957112101492e-05,0.008639598002250417,0.9938183468762201
2023-07-07,-0.000488395052161455,7.473203501395075e-07,0.0,0.0,-0.0004891423725115945,0.01729137548914876,0.9933322282121835
2023-07-08,-2.641126282738557e-05,3.0962098896922355e-05,0.0,0.0,-5.7373361724307924e-05,0.016875583232706833,0.9932752374029419
2023-07-09,-3.585944374947797e-06,1.8516799825049294e-05,0.0,0.0,-2.210274419999709e-05,0.012344533216699531,0.9932532832944494
2023-07-10,0.0,1.654597881579267e-05,0.0,0.0,-1.654597881579267e-05,0.0,0.9932368489466652
2023-07-11,-3.055524342321507e-05,8.024065832659238e-07,0.0,0.0,-3.1357650006481e-05,0.01103065254386178,0.9932057033731824
2023-07-12,8.10232171030329e-05,1.5743572232526746e-05,0.0,0.0,6.527964487050615e-05,0.010495714821684498,0.993270539488782
2023-07-13,0.0,0.00010266526377877822,0.0,0.0,-0.00010266526377877822,0.0,0.9931685651068417
2023-07-14,0.00032617405480434627,3.089574073569877e-05,0.0,0.0,0.0002952783140686475,0.06844350918585215,0.9934618262463324
2023-07-15,-0.0004463196711193112,6.660977072079113e-05,0.0,0.0,-0.0005129294418401023,0.07423679017587773,0.9929522504263064
2023-07-16,0.0003571615621025201,1.2387106192882489e-05,0.0,0.0,0.00034477445590963763,0.029830276362016985,0.9932945949981915
2023-07-17,-9.47815199720032e-05,3.192945310954733e-05,0.0,0.0,-0.00012671097308155054,0.021572205566761996,0.9931687336735026
2023-07-18,0.0002982433079853652,2.1056237448728945e-06,0.0,0.0,0.0002961376842404923,0.02213901336544071,0.9934628483623528
2023-07-19,-7.657883005430595e-05,1.7828767215955655e-05,0.0,0.0,-9.440759727026162e-05,0.020735264202192117,0.9933690579218616
2023-07-20,7.814896262571235e-05,3.355372225045776e-05,0.0,0.0,4.459524037525459e-05,0.019209432612024433,0.9934133574537809
2023-07-21,0.0001337708287745502,4.16507831332138e-06,0.0,0.0,0.0001296057504612288,0.010414500858092183,0.9935421095374919
2023-07-22,5.467405700323074e-05,7.073010639056898e-08,0.0,0.0,5.460332689684017e-05,0.007886333606470617,0.9935963602420848
2023-07-23,4.464342568437844e-05,1.6277088191559827e-07,0.0,0.0,4.448065480246284e-05,0.007839180202210238,0.9936405560587978
2023-07-24,5.451764831632794e-05,1.6030119387431013e-05,0.0,0.0,3.848752892889693e-05,0.007947694123487304,0.9936787988284441
2023-07-25,-0.0004185740281419846,1.2951620099942967e-06,0.0,0.0,-0.0004198691901519789,0.018274161663650073,0.9932615837159088
2023-07-26,0.00014287794161210163,1.6200273166290917e-06,0.0,0.0,0.00014125791429547252,0.0174154955340484,0.9934018897755743
2023-07-27,-0.00013189602920708692,1.3258785745631846e-05,0.0,0.0,-0.00014515481495271877,0.016335477322962335,0.9932576927080903
2023-07-28,0.00012421464916232065,9.858035831884118e-08,0.0,0.0,0.00012411606880400182,0.00772717215428028,0.9933809719482185
2023-07-29,-1.7950319972407988e-05,1.149217787310158e-05,0.0,0.0,-2.944249784550957e-05,0.007661451915401053,0.9933517243310921
2023-07-30,0.0,1.3826599202335325e-05,0.0,0.0,-1.3826599202335325e-05,0.0,0.9933379896549328
2023-07-31,9.144763865881226e-06,2.407933213891312e-05,0.0,0.0,-1.4934568273031896e-05,0.009217732801556883,0.993323154580908
2023-08-01,-7.974289881948329e-06,1.6436828010585467e-05,0.0,0.0,-2.4411117892533796e-05,0.01095788534039031,0.9932989064522761
2023-08-02,0.0,1.5680203287121585e-05,0.0,0.0,-1.5680203287121585e-05,0.0,0.9932833313234981
2023-08-03,-2.7807664725493853e-05,1.5680203287121585e-05,0.0,0.0,-4.348786801261544e-05,0.010453468858081058,0.9932401355490863
2023-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.9932401355490863
2023-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9932401355490863
2023-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.9932401355490863
2023-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.9932401355490863
2023-08-08,0.0,1.3631495765714128e-05,0.0,0.0,-1.3631495765714128e-05,0.0,0.9932265962003842
2023-08-09,-0.00024344401750458786,1.0129837838239964e-06,0.0,0.0,-0.0002444570012884119,0.009087663843809417,0.9929837950050772
2023-08-10,6.903031080841672e-05,2.472164933344183e-05,0.0,0.0,4.430866147497489e-05,0.008412341321260087,0.9930277927879002
2023-08-11,-0.0003130643333741235,1.131278465615307e-06,3.262349912164982e-07,0.0,-0.0003145218468309553,0.008068758234367798,0.992715463852558
2023-08-12,6.010685488820367e-07,1.097185888593639e-05,2.995697931667477e-07,0.0,-1.0670360130221101e-05,0.00731457259062426,0.9927048712210519
2023-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.9927048712210519
2023-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.9927048712210519
2023-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.9927048712210519
2023-08-16,0.0,2.0778931494906338e-05,0.0,0.0,-2.0778931494906338e-05,0.0,0.9926842438745381
2023-08-17,-6.450206644256946e-05,2.8654185297596752e-05,0.0,0.0,-9.315625174016622e-05,0.013852620996604226,0.9925917691312173
2023-08-18,-0.00025669604509486566,6.668233740275708e-05,0.0,0.0,-0.00032337838249762275,0.008804511813640383,0.9922707864104352
2023-08-19,-0.00013988212881340875,7.935547741398846e-05,0.0,0.0,-0.00021923760622739722,0.05290365160932564,0.9920532433384932
2023-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.9920532433384932
2023-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.9920532433384932
2023-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.9920532433384932
2023-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.9920532433384932
2023-08-24,0.0,1.3469529858101772e-05,0.0,0.0,-1.3469529858101772e-05,0.0,0.9920398808477112
2023-08-25,2.5878339457557273e-05,2.170941268119882e-05,2.037583686431993e-08,0.0,4.148550939494134e-06,0.008979686572067847,0.9920439963756909
2023-08-26,4.381049078862414e-05,1.1546181087441863e-05,0.0,0.0,3.2264309701182276e-05,0.007697454058294577,0.9920760039904272
2023-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.9920760039904272
2023-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.9920760039904272
2023-08-29,0.0,5.495066479777946e-05,0.0,0.0,-5.495066479777946e-05,0.0,0.9920214887544779
2023-08-30,-0.0002761330628059692,1.3951802846040904e-05,3.7875020777817683e-07,0.0,-0.00029046361585978827,0.03663377653185298,0.9917333426058437
2023-08-31,-3.176390824294616e-05,5.073261090319798e-07,0.0,0.0,-3.2271234351978134e-05,0.027814848660462663,0.9917013381467298
2023-09-01,-0.00019639858371638328,2.1948676098359028e-05,0.0,0.0,-0.0002183472598147423,0.028106886969893503,0.9914848028769908
2023-09-02,-1.3325142071373043e-05,2.0211654356481225e-05,0.0,0.0,-3.353679642785427e-05,0.013474436237654153,0.9914515516529955
2023-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.9914515516529955
2023-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.9914515516529955
2023-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9914515516529955
2023-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.9914515516529955
2023-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.9914515516529955
2023-09-08,0.0,1.3927787574102228e-05,0.0,0.0,-1.3927787574102228e-05,0.0,0.991437742926394
2023-09-09,2.0223745101149385e-06,1.3927787574102228e-05,5.974730966829344e-08,0.0,-1.1965160373655584e-05,0.009285191716068151,0.9914258802147994
2023-09-10,0.0,3.365311223123384e-05,0.0,0.0,-3.365311223123384e-05,0.0,0.9913925156483836
2023-09-11,-0.0003335665523581309,1.2130795452994439e-05,0.0,0.0,-0.00034569734781112534,0.022435408154155893,0.9910497938850842
2023-09-12,-0.00014023336576481717,1.9042426180383832e-05,7.196690455946175e-08,0.0,-0.00015934775884976046,0.02161154367585996,0.9908918723215201
2023-09-13,-0.0001631245023959007,9.418945597800564e-08,7.82421130350849e-08,0.0,-0.0001632969339649138,0.009071694600011646,0.9907300627168792
2023-09-14,-3.6379913898086275e-05,1.3701731355995477e-05,8.188704044652061e-08,0.0,-5.016353229452827e-05,0.00913448757066365,0.990680364197383
2023-09-15,0.0,2.53808961035386e-05,0.0,0.0,-2.53808961035386e-05,0.0,0.9906552198419876
2023-09-16,4.123240557585807e-05,7.08920130611972e-05,0.0,0.0,-2.9659607485339127e-05,0.016920597402359065,0.9906258373970137
2023-09-17,-0.0001247682242274967,3.5385937015295093e-06,0.0,0.0,-0.0001283068179290262,0.03034074463843907,0.9904987333480589
2023-09-18,-6.94595490245528e-05,4.19725232561291e-05,0.0,0.0,-0.0001114320722806819,0.02798168217075273,0.9903883600216106
2023-09-19,0.0,2.169331570008e-05,0.0,0.0,-2.169331570008e-05,0.0,0.9903668752142509
2023-09-20,-7.304741543143663e-05,3.895431608390679e-05,0.0,0.0,-0.00011200173151534342,0.01446221046672,0.9902559524093915
2023-09-21,0.00019457290587370673,6.635907852386679e-06,0.0,0.0,0.00018793699802132006,0.03999047599245059,0.99044205814036
2023-09-22,-0.00019362330306866549,2.4333183510734312e-06,0.0,0.0,-0.00019605662141973892,0.0355665374241928,0.990247875416729
2023-09-23,0.0002775807569087826,1.5652745205340475e-07,0.0,0.0,0.0002774242294567292,0.03708101470631264,0.9905225941705377
2023-09-24,0.0001185372843855328,2.597235054391612e-05,0.0,0.0,9.256493384161668e-05,0.03714080163786612,0.9906142818289357
2023-09-25,-3.331306662316491e-06,2.0391100813276843e-05,0.0,0.0,-2.3722407475593334e-05,0.019825901275255374,0.990590782073291
2023-09-26,0.00016572455459136699,9.286625909012364e-07,0.0,0.0,0.00016479589200046576,0.020432101838789133,0.9907540273648301
2023-09-27,-0.0002165242499400443,1.9224793302968578e-05,0.0,0.0,-0.00023574904324301287,0.019812993444854973,0.9905204580507897
2023-09-28,0.0001442976691152682,3.749058968214753e-05,0.0,0.0,0.00010680707943312067,0.02582582127557384,0.990626252648033
2023-09-29,-4.711489173765164e-06,4.782026033953495e-05,0.0,0.0,-5.2531749513300114e-05,0.03188017355968997,0.9905742133178675
2023-09-30,0.0,2.0838512156685923e-05,0.0,0.0,-2.0838512156685923e-05,0.0,0.9905535712250811
2023-10-01,-0.0003745089122113707,4.9898773956305656e-05,0.0,0.0,-0.00042440768616767635,0.013892341437790615,0.9901331726758924
2023-10-02,2.800692361925816e-05,1.9680951331540293e-05,0.0,0.0,8.325972287717866e-06,0.030952718927239928,0.9901414164972492
2023-10-03,0.0006909598433568051,7.106357673959538e-05,4.2836501543179494e-07,0.0,0.0006194679016017779,0.029101234854197428,0.9907547773228158
2023-10-04,-7.672093244921269e-06,7.45520489955498e-05,4.4087545159020904e-07,0.0,-8.266501769206129e-05,0.057174057424442065,0.99067287656162
2023-10-05,-1.297016227669789e-05,6.614558619170538e-05,4.237764406417995e-07,0.0,-7.953952490904506e-05,0.0435460187010984,0.9905940789116779
2023-10-06,-0.00038725730813671873,1.8325929661674023e-05,4.250442347424471e-07,0.0,-0.0004060082820331352,0.03480113392046046,0.9901918895115067
2023-10-07,0.0002213618736377577,1.726447573303353e-05,4.235384869765549e-07,0.0,0.00020367385941774763,0.02524364556099187,0.9903935657152078
2023-10-08,0.0001675910520009126,4.7058341767666246e-07,0.0,0.0,0.00016712046858323595,0.013733995072302852,0.9905590807519918
2023-10-09,0.00030396851492188736,4.261901756540015e-05,0.0,0.0,0.0002613494973564872,0.013420272793851743,0.9908179628698482
2023-10-10,0.0002527933786189747,3.7692542857925466e-05,4.246320186438182e-07,0.0,0.0002146762037424054,0.028550191891507558,0.991030667908717
2023-10-11,7.37406464152117e-05,1.827579046934363e-06,0.0,0.0,7.191306736827734e-05,0.02628944561349507,0.9911019359639024
2023-10-12,-5.6886907074178075e-05,5.585393795356775e-05,0.0,0.0,-0.00011274084502774582,0.025071059582205492,0.9909901982941332
2023-10-13,-4.201350818184221e-05,2.203473641173801e-05,7.464389302095381e-07,0.0,-6.479468352378976e-05,0.014689824274492006,0.9909259873978594
2023-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.9909259873978594
2023-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.9909259873978594
2023-10-16,0.0,0.00012371737700859778,0.0,0.0,-0.00012371737700859778,0.0,0.990803392633889
2023-10-17,-0.000475089350258674,3.2109792813401335e-05,1.3003735184665573e-06,0.0,-0.0005084995165905419,0.0824782513390652,0.9902995695876984
